Date,Timepoint,PLUG.ID,Genotype,Species,Photo.Number,Tank,Treatment,Red.Standard,Green.Standard,Blue.Standard,Red.Coral,Green.Coral,Blue.Coral,Notes
5/17/19,Time1,2194,PC_4,P. acuta,96,6,Ambient,142.637,84.915,118.221,152.358,130.488,101.392,
5/17/19,Time1,2872,PC_4,P. acuta,96,6,Ambient,142.637,84.915,118.221,155.062,134.046,108.34,
5/17/19,Time1,2532,PC_4,P. acuta,96,6,Ambient,142.637,84.915,118.221,160.877,141.313,117.433,
5/17/19,Time1,1637,PC_4,P. acuta,96,6,Ambient,142.637,84.915,118.221,153.323,135.974,115.104,
5/21/19,Time2,2392,MC_206,M. capitata,1,1,Ambient,146.887,91.063,121.843,112.672,93.342,76.85,
5/21/19,Time2,2734,MC_206,M. capitata,1,1,Ambient,146.887,91.063,121.843,132.63,109.82,96.092,
5/21/19,Time2,1050,MC_206,M. capitata,1,1,Ambient,146.887,91.063,121.843,154.326,132.014,107.505,
5/21/19,Time2,1048,MC_206,M. capitata,1,1,Ambient,146.887,91.063,121.843,136.187,114.01,94.161,
5/21/19,Time2,1477,MC_206,M. capitata,1,1,Ambient,146.887,91.063,121.843,131.541,111.579,103.145,
5/21/19,Time2,1570,MC_291,M. capitata,3,1,Ambient,141.283,86.044,118.113,122.394,103.758,83.681,
5/21/19,Time2,1574,MC_291,M. capitata,3,1,Ambient,141.283,86.044,118.113,135.418,113.224,90.36,
5/21/19,Time2,1093,MC_291,M. capitata,3,1,Ambient,141.283,86.044,118.113,136.892,115.561,93.926,
5/21/19,Time2,1639,MC_291,M. capitata,3,1,Ambient,141.283,86.044,118.113,143.001,123.264,105.526,
5/21/19,Time2,1124,MC_291,M. capitata,3,1,Ambient,141.283,86.044,118.113,123.752,105.808,99.598,
5/21/19,Time2,1539,MC_248,M. capitata,5,1,Ambient,138.776,87.012,118.531,114.117,92.673,72.076,
5/21/19,Time2,1740,MC_248,M. capitata,5,1,Ambient,138.776,87.012,118.531,143.24,121.146,93.291,
5/21/19,Time2,1271,MC_248,M. capitata,5,1,Ambient,138.776,87.012,118.531,156.323,137.184,109.342,
5/21/19,Time2,1544,MC_248,M. capitata,5,1,Ambient,138.776,87.012,118.531,143.129,123.905,102.895,
5/21/19,Time2,2555,MC_248,M. capitata,5,1,Ambient,138.776,87.012,118.531,132.289,112.673,96.045,
5/21/19,Time2,2519,MC_248,M. capitata,5,1,Ambient,138.776,87.012,118.531,140.583,122.53,114.588,
5/21/19,Time2,2363,MC_289,M. capitata,7,1,Ambient,143.593,87.722,119.501,137.205,114.909,88.74,
5/21/19,Time2,1721,MC_289,M. capitata,7,1,Ambient,143.593,87.722,119.501,144.913,125.245,100.653,
5/21/19,Time2,2530,MC_289,M. capitata,7,1,Ambient,143.593,87.722,119.501,159.637,141.662,120.254,
5/21/19,Time2,2754,MC_289,M. capitata,7,1,Ambient,143.593,87.722,119.501,132.072,110.741,92.512,
5/21/19,Time2,1535,MC_289,M. capitata,7,1,Ambient,143.593,87.722,119.501,159.108,143.848,132.046,
5/21/19,Time2,2887,PC_1,P. acuta,2,1,Ambient,147.467,84.136,117.979,153.584,132.829,104.959,
5/21/19,Time2,1344,PC_1,P. acuta,2,1,Ambient,147.467,84.136,117.979,162.262,141.958,114.866,
5/21/19,Time2,1213,PC_1,P. acuta,2,1,Ambient,147.467,84.136,117.979,158.641,136.827,109.195,
5/21/19,Time2,1750,PC_1,P. acuta,2,1,Ambient,147.467,84.136,117.979,162.942,143.351,119.201,
5/21/19,Time2,2540,PC_1,P. acuta,2,1,Ambient,147.467,84.136,117.979,149.591,129.212,111.119,
5/21/19,Time2,1207,PC_2,P. acuta,4,1,Ambient,134.812,80.093,111.904,158.256,141.691,110.881,
5/21/19,Time2,1278,PC_2,P. acuta,4,1,Ambient,134.812,80.093,111.904,173.75,158.99,129.286,
5/21/19,Time2,2535,PC_2,P. acuta,4,1,Ambient,134.812,80.093,111.904,158.507,139.79,113.642,
5/21/19,Time2,2010,PC_2,P. acuta,4,1,Ambient,134.812,80.093,111.904,144.373,123.757,99.091,
5/21/19,Time2,2009,PC_2,P. acuta,4,1,Ambient,134.812,80.093,111.904,162.624,146.681,125.386,
5/21/19,Time2,2081,PC_2,P. acuta,4,1,Ambient,138.753,85.788,114.458,154.216,136.059,113.036,
5/21/19,Time2,1654,PC_3,P. acuta,6,1,Ambient,139.496,83.983,116.625,144.77,124.47,101.052,
5/21/19,Time2,1079,PC_3,P. acuta,6,1,Ambient,139.496,83.983,116.625,161.621,144.243,120.612,
5/21/19,Time2,1638,PC_3,P. acuta,6,1,Ambient,139.496,83.983,116.625,165.584,148.271,124.028,
5/21/19,Time2,1106,PC_3,P. acuta,6,1,Ambient,139.496,83.983,116.625,160.73,141.893,118.315,
5/21/19,Time2,1415,PC_3,P. acuta,6,1,Ambient,139.496,83.983,116.625,151.051,131.949,111.733,
5/21/19,Time2,1101,PC_4,P. acuta,8,1,Ambient,135.317,80.76,113.865,142.169,122.997,99.485,
5/21/19,Time2,1092,PC_4,P. acuta,8,1,Ambient,135.317,80.76,113.865,143.365,121.381,96.967,
5/21/19,Time2,3000,PC_4,P. acuta,8,1,Ambient,135.317,80.76,113.865,162.717,144.494,120.272,
5/21/19,Time2,1231,PC_4,P. acuta,8,1,Ambient,135.317,80.76,113.865,144.031,124.19,105.672,
5/21/19,Time2,2978,PC_4,P. acuta,8,1,Ambient,135.317,80.76,113.865,152.884,135.686,125.812,
5/21/19,Time2,1629,MC_206,M. capitata,9,2,High,145.95,90.328,122.404,107.025,83.164,63.461,
5/21/19,Time2,1773,MC_206,M. capitata,9,2,High,145.95,90.328,122.404,108.32,86.632,69.698,
5/21/19,Time2,1726,MC_206,M. capitata,9,2,High,145.95,90.328,122.404,130.385,108.872,89.838,
5/21/19,Time2,1688,MC_206,M. capitata,9,2,High,145.95,90.328,122.404,137.719,115.434,97.591,
5/21/19,Time2,1078,MC_206,M. capitata,9,2,High,145.95,90.328,122.404,143.736,123.64,121.94,
5/21/19,Time2,1591,MC_291,M. capitata,11,2,High,145.925,88.018,121.163,125.003,101.349,80.75,
5/21/19,Time2,2396,MC_291,M. capitata,11,2,High,145.925,88.018,121.163,138.526,117.015,98.41,
5/21/19,Time2,1725,MC_291,M. capitata,11,2,High,145.925,88.018,121.163,130.403,107.883,89.377,
5/21/19,Time2,2411,MC_291,M. capitata,11,2,High,145.925,88.018,121.163,136.44,113.666,94.164,
5/21/19,Time2,1178,MC_291,M. capitata,11,2,High,145.925,88.018,121.163,127.477,108.838,101.871,
5/21/19,Time2,2747,MC_248,M. capitata,13,2,High,139.926,84.117,116.367,130.546,111.224,89.262,
5/21/19,Time2,1095,MC_248,M. capitata,13,2,High,139.926,84.117,116.367,144.501,121.222,91.742,
5/21/19,Time2,1468,MC_248,M. capitata,13,2,High,139.926,84.117,116.367,NA,NA,NA,
5/21/19,Time2,2740,MC_248,M. capitata,13,2,High,139.926,84.117,116.367,147.029,126.86,103.389,
5/21/19,Time2,1142,MC_248,M. capitata,13,2,High,139.926,84.117,116.367,125.996,103.952,85.126,
5/21/19,Time2,1717,MC_289,M. capitata,15,2,High,141.734,86.377,119.563,NA,NA,NA,
5/21/19,Time2,2875,MC_289,M. capitata,15,2,High,141.734,86.377,119.563,128.89,108.236,87.159,
5/21/19,Time2,1624,MC_289,M. capitata,15,2,High,141.734,86.377,119.563,133.649,111.066,87.892,
5/21/19,Time2,2183,MC_289,M. capitata,15,2,High,141.734,86.377,119.563,138.26,116.089,94.619,
5/21/19,Time2,2023,MC_289,M. capitata,15,2,High,141.734,86.377,119.563,152.047,133.528,112.775,
5/21/19,Time2,1490,PC_1,P. acuta,10,2,High,136.518,81.074,114.669,146.119,127.706,105.821,
5/21/19,Time2,2995,PC_1,P. acuta,10,2,High,136.518,81.074,114.669,138.706,116.672,95.893,
5/21/19,Time2,1222,PC_1,P. acuta,10,2,High,136.518,81.074,114.669,132.761,114.381,96.419,
5/21/19,Time2,1600,PC_1,P. acuta,10,2,High,136.518,81.074,114.669,161.13,144.257,124.814,
5/21/19,Time2,1481,PC_1,P. acuta,10,2,High,136.518,81.074,114.669,138.451,121.164,111.885,
5/21/19,Time2,1215,PC_2,P. acuta,12,2,High,140.422,85.259,116.972,167.811,153.829,131.191,
5/21/19,Time2,1208,PC_2,P. acuta,12,2,High,140.422,85.259,116.972,155.142,134.646,107.128,
5/21/19,Time2,1586,PC_2,P. acuta,12,2,High,140.422,85.259,116.972,166.721,149.26,122.356,
5/21/19,Time2,1326,PC_2,P. acuta,12,2,High,140.422,85.259,116.972,155.244,136.849,113.798,
5/21/19,Time2,1216,PC_2,P. acuta,12,2,High,140.422,85.259,116.972,154.987,139.423,124.358,
5/21/19,Time2,1997,PC_3,P. acuta,14,2,High,141.481,84.078,116.438,133.665,110.579,86.1,
5/21/19,Time2,1317,PC_3,P. acuta,14,2,High,141.481,84.078,116.438,163.769,143.152,114.364,
5/21/19,Time2,2391,PC_3,P. acuta,14,2,High,141.481,84.078,116.438,165.162,145.486,120.358,
5/21/19,Time2,1428,PC_3,P. acuta,14,2,High,141.481,84.078,116.438,167.546,148.407,122.497,
5/21/19,Time2,1196,PC_3,P. acuta,14,2,High,141.481,84.078,116.438,164.613,145.517,121.429,
5/21/19,Time2,1737,PC_4,P. acuta,16,2,High,136.466,83.635,113.925,139.485,120.172,99.981,
5/21/19,Time2,1454,PC_4,P. acuta,16,2,High,136.466,83.635,113.925,142.107,123.802,101.817,
5/21/19,Time2,2397,PC_4,P. acuta,16,2,High,136.466,83.635,113.925,146.891,127.189,106.965,
5/21/19,Time2,2192,PC_4,P. acuta,16,2,High,136.466,83.635,113.925,142.332,126.82,108.531,
5/21/19,Time2,1425,PC_4,P. acuta,16,2,High,136.466,83.635,113.925,134.047,115.679,102.905,
5/21/19,Time2,1323,MC_206,M. capitata,17,3,High,144.025,88.944,119.81,133.782,112.634,89.164,
5/21/19,Time2,1063,MC_206,M. capitata,17,3,High,144.025,88.944,119.81,125.943,104.852,84.971,
5/21/19,Time2,1327,MC_206,M. capitata,17,3,High,144.025,88.944,119.81,144.141,125.451,104.472,
5/21/19,Time2,1338,MC_206,M. capitata,17,3,High,144.025,88.944,119.81,125.609,106.059,88.791,
5/21/19,Time2,2985,MC_206,M. capitata,17,3,High,144.025,88.944,119.81,126.283,109.446,98.915,
5/21/19,Time2,1328,MC_291,M. capitata,19,3,High,141.007,87.014,116.422,120.52,101.851,83.575,
5/21/19,Time2,2306,MC_291,M. capitata,19,3,High,141.007,87.014,116.422,140.716,120.527,97.22,
5/21/19,Time2,1447,MC_291,M. capitata,19,3,High,141.007,87.014,116.422,147.852,126.671,103.941,
5/21/19,Time2,1321,MC_291,M. capitata,19,3,High,141.007,87.014,116.422,129.908,109.797,92.056,
5/21/19,Time2,1587,MC_291,M. capitata,19,3,High,141.007,87.014,116.422,121.284,105.732,96.021,
5/21/19,Time2,1645,MC_248,M. capitata,21,3,High,142.203,86.128,119.033,131.298,107.222,79.505,
5/21/19,Time2,2005,MC_248,M. capitata,21,3,High,142.203,86.128,119.033,127.675,104.105,80.129,
5/21/19,Time2,1730,MC_248,M. capitata,21,3,High,142.203,86.128,119.033,131.316,113.826,93.009,
5/21/19,Time2,1277,MC_248,M. capitata,21,3,High,142.203,86.128,119.033,152.582,135.367,114.168,
5/21/19,Time2,1442,MC_248,M. capitata,21,3,High,142.203,86.128,119.033,158.84,143.826,131.56,
5/21/19,Time2,1286,MC_289,M. capitata,23,3,High,142.914,87.941,118.691,125.608,106.218,84.414,
5/21/19,Time2,1341,MC_289,M. capitata,23,3,High,142.914,87.941,118.691,133.857,113.176,90.187,
5/21/19,Time2,2998,MC_289,M. capitata,23,3,High,142.914,87.941,118.691,138.538,116.422,92.848,
5/21/19,Time2,2204,MC_289,M. capitata,23,3,High,142.914,87.941,118.691,146.518,126.589,105.173,
5/21/19,Time2,2750,MC_289,M. capitata,23,3,High,142.914,87.941,118.691,136.28,116.693,99.129,
5/21/19,Time2,1114,PC_1,P. acuta,18,3,High,142.092,91.097,117.485,147.306,130.099,110.533,
5/21/19,Time2,1060,PC_1,P. acuta,18,3,High,142.092,91.097,117.485,165.593,149.099,124.135,
5/21/19,Time2,2156,PC_1,P. acuta,18,3,High,142.092,91.097,117.485,160.444,143.551,121.93,
5/21/19,Time2,2739,PC_1,P. acuta,18,3,High,142.092,91.097,117.485,155.746,137.868,117.482,
5/21/19,Time2,1999,PC_1,P. acuta,18,3,High,142.092,91.097,117.485,150.634,134.292,119.992,
5/21/19,Time2,1707,PC_2,P. acuta,20,3,High,139.067,81.965,114.618,152.66,133.618,109.443,
5/21/19,Time2,2855,PC_2,P. acuta,20,3,High,139.067,81.965,114.618,165.191,145.395,116.584,
5/21/19,Time2,1570,PC_2,P. acuta,20,3,High,139.067,81.965,114.618,166.096,147.539,119.958,
5/21/19,Time2,2180,PC_2,P. acuta,20,3,High,139.067,81.965,114.618,155.989,138.749,120.069,
5/21/19,Time2,2866,PC_2,P. acuta,20,3,High,139.067,81.965,114.618,150.668,134.696,123.502,
5/21/19,Time2,2733,PC_3,P. acuta,22,3,High,141.299,84.167,116.608,149.064,126.179,97.383,
5/21/19,Time2,2169,PC_3,P. acuta,22,3,High,141.299,84.167,116.608,150.607,127.038,98.848,
5/21/19,Time2,2552,PC_3,P. acuta,22,3,High,141.299,84.167,116.608,164.188,142.312,114.704,
5/21/19,Time2,1769,PC_3,P. acuta,22,3,High,141.299,84.167,116.608,162.728,141.99,118.279,
5/21/19,Time2,1090,PC_3,P. acuta,22,3,High,141.299,84.167,116.608,160.121,141.509,122.269,
5/21/19,Time2,1270,PC_4,P. acuta,24,3,High,138.584,81.968,112.631,140.716,123.333,103.505,
5/21/19,Time2,2528,PC_4,P. acuta,24,3,High,138.584,81.968,112.631,146.159,127.59,105.227,
5/21/19,Time2,1579,PC_4,P. acuta,24,3,High,138.584,81.968,112.631,154.368,134.78,112.444,
5/21/19,Time2,2988,PC_4,P. acuta,24,3,High,138.584,81.968,112.631,153.536,132.514,109.364,
5/21/19,Time2,2511,PC_4,P. acuta,24,3,High,138.584,81.968,112.631,147.284,127.533,112.456,
5/21/19,Time2,1229,MC_206,M. capitata,25,4,Ambient,144.092,89.938,118.928,107.961,85.673,70.759,
5/21/19,Time2,1236,MC_206,M. capitata,25,4,Ambient,144.092,89.938,118.928,114.287,95.067,81.711,
5/21/19,Time2,1736,MC_206,M. capitata,25,4,Ambient,144.092,89.938,118.928,138.406,116.47,97.222,
5/21/19,Time2,1121,MC_206,M. capitata,25,4,Ambient,144.092,89.938,118.928,130.759,111.195,98.228,
5/21/19,Time2,1258,MC_206,M. capitata,25,4,Ambient,144.092,89.938,118.928,111.908,95.478,90.085,
5/21/19,Time2,2871,MC_206,M. capitata,25,4,Ambient,144.092,89.938,118.928,115.471,100.269,102.153,
5/21/19,Time2,1157,MC_291,M. capitata,27,4,Ambient,145.068,88.752,117.485,114.631,91.963,75.798,
5/21/19,Time2,2212,MC_291,M. capitata,27,4,Ambient,145.068,88.752,117.485,125.976,105.053,90.199,
5/21/19,Time2,1302,MC_291,M. capitata,27,4,Ambient,145.068,88.752,117.485,119.592,97.212,82.95,
5/21/19,Time2,1775,MC_291,M. capitata,27,4,Ambient,145.068,88.752,117.485,118.512,100.519,89.842,
5/21/19,Time2,1084,MC_291,M. capitata,27,4,Ambient,145.068,88.752,117.485,132.587,116.205,110.454,
5/21/19,Time2,1169,MC_248,M. capitata,29,4,Ambient,143.078,89.396,117.339,126.936,104.989,85.794,
5/21/19,Time2,2172,MC_248,M. capitata,29,4,Ambient,143.078,89.396,117.339,142.438,120.155,99.676,
5/21/19,Time2,1308,MC_248,M. capitata,29,4,Ambient,143.078,89.396,117.339,130.056,107.222,88.824,
5/21/19,Time2,1243,MC_248,M. capitata,29,4,Ambient,143.078,89.396,117.339,148.912,125.118,104.608,
5/21/19,Time2,1772,MC_248,M. capitata,29,4,Ambient,143.078,89.396,117.339,146.487,124.658,108.227,
5/21/19,Time2,2393,MC_289,M. capitata,31,4,Ambient,144.428,90.424,117.075,145.982,119.233,97.13,
5/21/19,Time2,1426,MC_289,M. capitata,31,4,Ambient,144.428,90.424,117.075,125.252,98.322,80.294,
5/21/19,Time2,1595,MC_289,M. capitata,31,4,Ambient,144.428,90.424,117.075,144.44,122.765,106.08,
5/21/19,Time2,2153,MC_289,M. capitata,31,4,Ambient,144.428,90.424,117.075,139.632,114.919,99.948,
5/21/19,Time2,1609,MC_289,M. capitata,31,4,Ambient,144.428,90.424,117.075,136.156,116.215,106.786,
5/21/19,Time2,1119,PC_1,P. acuta,26,4,Ambient,138.703,85.989,115.472,136.86,119.628,99.494,
5/21/19,Time2,2388,PC_1,P. acuta,26,4,Ambient,138.703,85.989,115.472,144.538,124.977,100.336,
5/21/19,Time2,1676,PC_1,P. acuta,26,4,Ambient,138.703,85.989,115.472,152.503,135.087,113.336,
5/21/19,Time2,1588,PC_1,P. acuta,26,4,Ambient,138.703,85.989,115.472,166.37,149.54,126.457,
5/21/19,Time2,1319,PC_1,P. acuta,26,4,Ambient,138.703,85.989,115.472,156.364,143.978,131.996,
5/21/19,Time2,1622,PC_2,P. acuta,28,4,Ambient,143.795,86.598,115.521,144.208,123.68,102.607,
5/21/19,Time2,1583,PC_2,P. acuta,28,4,Ambient,143.795,86.598,115.521,162.375,141.378,114.784,
5/21/19,Time2,2864,PC_2,P. acuta,28,4,Ambient,143.795,86.598,115.521,168.731,150.745,128.474,
5/21/19,Time2,1998,PC_2,P. acuta,28,4,Ambient,143.795,86.598,115.521,160.105,141.131,120.442,
5/21/19,Time2,1181,PC_2,P. acuta,28,4,Ambient,143.795,86.598,115.521,159.107,143.407,128.597,
5/21/19,Time2,1296,PC_3,P. acuta,30,4,Ambient,141.723,87.161,113.359,142.251,119.903,100.916,
5/21/19,Time2,1068,PC_3,P. acuta,30,4,Ambient,141.723,87.161,113.359,162.388,141.872,118.96,
5/21/19,Time2,1212,PC_3,P. acuta,30,4,Ambient,141.723,87.161,113.359,158.272,136.165,114.596,
5/21/19,Time2,1297,PC_3,P. acuta,30,4,Ambient,141.723,87.161,113.359,159.983,139.199,120.497,
5/21/19,Time2,1651,PC_3,P. acuta,30,4,Ambient,141.723,87.161,113.359,157.177,137.793,121.873,
5/21/19,Time2,1592,PC_4,P. acuta,32,4,Ambient,143.898,90.226,116.02,129.451,110.061,95.727,
5/21/19,Time2,1103,PC_4,P. acuta,32,4,Ambient,143.898,90.226,116.02,160.666,141.045,121.557,
5/21/19,Time2,1044,PC_4,P. acuta,32,4,Ambient,143.898,90.226,116.02,159.65,139.101,119.886,
5/21/19,Time2,2191,PC_4,P. acuta,32,4,Ambient,143.898,90.226,116.02,157.659,136.536,118.932,
5/21/19,Time2,1115,PC_4,P. acuta,32,4,Ambient,143.898,90.226,116.02,160.754,145.342,134.383,
5/21/19,Time2,1598,MC_206,M. capitata,33,5,High,146.974,99.101,118.938,117.196,97.004,82.947,
5/21/19,Time2,2999,MC_206,M. capitata,33,5,High,146.974,99.101,118.938,127.717,108.673,92.387,
5/21/19,Time2,1307,MC_206,M. capitata,33,5,High,146.974,99.101,118.938,135.367,118.263,104.235,
5/21/19,Time2,2025,MC_206,M. capitata,33,5,High,146.974,99.101,118.938,144.855,125.385,108.61,
5/21/19,Time2,1744,MC_206,M. capitata,33,5,High,146.974,99.101,118.938,135.709,119.424,108.678,
5/21/19,Time2,2019,MC_206,M. capitata,33,5,High,146.974,99.101,118.938,121.158,109.103,117.871,
5/21/19,Time2,1303,MC_291,M. capitata,35,5,High,150.229,90.504,117.291,124.523,101.097,84.212,
5/21/19,Time2,1475,MC_291,M. capitata,35,5,High,150.229,90.504,117.291,161.579,137.373,114.195,
5/21/19,Time2,1239,MC_291,M. capitata,35,5,High,150.229,90.504,117.291,140.185,115.975,98.234,
5/21/19,Time2,2534,MC_291,M. capitata,35,5,High,150.229,90.504,117.291,154.701,132.678,116.246,
5/21/19,Time2,2756,MC_291,M. capitata,35,5,High,150.229,90.504,117.291,131.446,113.446,106.934,
5/21/19,Time2,1256,MC_248,M. capitata,37,5,High,149.92,91.776,119.177,159.547,137.127,114.932,
5/21/19,Time2,1565,MC_248,M. capitata,37,5,High,149.92,91.776,119.177,128.393,102.784,82.6,
5/21/19,Time2,1294,MC_248,M. capitata,37,5,High,149.92,91.776,119.177,155.734,131.053,108.582,
5/21/19,Time2,1738,MC_248,M. capitata,37,5,High,149.92,91.776,119.177,124.396,99.618,84.196,
5/21/19,Time2,1710,MC_248,M. capitata,37,5,High,149.92,91.776,119.177,127.34,106.87,97.799,
5/21/19,Time2,1418,MC_289,M. capitata,39,5,High,146.006,92.579,116.833,148.363,123.394,99.791,
5/21/19,Time2,1262,MC_289,M. capitata,39,5,High,146.006,92.579,116.833,152.214,127.32,103.151,
5/21/19,Time2,2058,MC_289,M. capitata,39,5,High,146.006,92.579,116.833,166.854,145.714,123.691,
5/21/19,Time2,1713,MC_289,M. capitata,39,5,High,146.006,92.579,116.833,148.641,128.915,112.451,
5/21/19,Time2,2878,MC_289,M. capitata,39,5,High,146.006,92.579,116.833,135.788,119.325,111.137,
5/21/19,Time2,1240,PC_1,P. acuta,34,5,High,145.467,88.807,116.489,144.295,123.954,103.356,
5/21/19,Time2,2076,PC_1,P. acuta,34,5,High,145.467,88.807,116.489,160.12,138.324,113.848,
5/21/19,Time2,1232,PC_1,P. acuta,34,5,High,145.467,88.807,116.489,170.152,151.892,130.392,
5/21/19,Time2,2981,PC_1,P. acuta,34,5,High,145.467,88.807,116.489,149.421,131.732,117.141,
5/21/19,Time2,1751,PC_1,P. acuta,34,5,High,145.467,88.807,116.489,153.776,136.251,123.076,
5/21/19,Time2,1098,PC_2,P. acuta,36,5,High,143.053,89.517,113.799,159.966,139.829,115.776,
5/21/19,Time2,1580,PC_2,P. acuta,36,5,High,143.053,89.517,113.799,151.724,129.062,105.403,
5/21/19,Time2,1268,PC_2,P. acuta,36,5,High,143.053,89.517,113.799,161.042,141.742,121.265,
5/21/19,Time2,1168,PC_2,P. acuta,36,5,High,143.053,89.517,113.799,170.863,155.151,137.682,
5/21/19,Time2,2409,PC_2,P. acuta,36,5,High,143.053,89.517,113.799,160.63,144.463,13.541,
5/21/19,Time2,1594,PC_3,P. acuta,38,5,High,146.733,90.205,115.81,157.099,137.067,118.189,
5/21/19,Time2,1605,PC_3,P. acuta,38,5,High,146.733,90.205,115.81,161.64,137.487,111.794,
5/21/19,Time2,2001,PC_3,P. acuta,38,5,High,146.733,90.205,115.81,164.658,143.122,121,
5/21/19,Time2,1269,PC_3,P. acuta,38,5,High,146.733,90.205,115.81,167.509,145.227,122.252,
5/21/19,Time2,1702,PC_3,P. acuta,38,5,High,146.733,90.205,115.81,167.577,146.867,127.178,
5/21/19,Time2,1421,PC_4,P. acuta,40,5,High,148.258,87.298,115.498,150.559,127.199,106.688,
5/21/19,Time2,1599,PC_4,P. acuta,40,5,High,148.258,87.298,115.498,165.127,140.125,115.124,
5/21/19,Time2,1640,PC_4,P. acuta,40,5,High,148.258,87.298,115.498,153.205,129.168,112.189,
5/21/19,Time2,2744,PC_4,P. acuta,40,5,High,148.258,87.298,115.498,155.65,131.02,111.245,
5/21/19,Time2,2022,PC_4,P. acuta,40,5,High,148.258,87.298,115.498,154.273,137.006,125.861,
5/21/19,Time2,1753,MC_206,M. capitata,41,6,Ambient,150.037,95.494,118.791,139.683,116.625,99.096,
5/21/19,Time2,1052,MC_206,M. capitata,41,6,Ambient,150.037,95.494,118.791,127.104,101.341,81.284,
5/21/19,Time2,2996,MC_206,M. capitata,41,6,Ambient,150.037,95.494,118.791,140.85,120.515,105.767,
5/21/19,Time2,1625,MC_206,M. capitata,41,6,Ambient,150.037,95.494,118.791,146.458,123.429,107.048,
5/21/19,Time2,2210,MC_206,M. capitata,41,6,Ambient,150.037,95.494,118.791,140.262,123.129,125.245,
5/21/19,Time2,1210,MC_291,M. capitata,43,6,Ambient,150.464,92.78,118.398,133.132,108.738,89.476,
5/21/19,Time2,1558,MC_291,M. capitata,43,6,Ambient,150.464,92.78,118.398,146.686,125.655,108.3,
5/21/19,Time2,1427,MC_291,M. capitata,43,6,Ambient,150.464,92.78,118.398,163.693,143.888,125.491,
5/21/19,Time2,1076,MC_291,M. capitata,43,6,Ambient,150.464,92.78,118.398,142.594,122.745,108.579,
5/21/19,Time2,1604,MC_291,M. capitata,43,6,Ambient,150.464,92.78,118.398,144.855,125.403,114.888,
5/21/19,Time2,1633,MC_248,M. capitata,45,6,Ambient,147.823,91.188,115.458,142.482,118.743,95.944,
5/21/19,Time2,1161,MC_248,M. capitata,45,6,Ambient,147.823,91.188,115.458,147.977,122.239,98.081,
5/21/19,Time2,2413,MC_248,M. capitata,45,6,Ambient,147.823,91.188,115.458,164.996,146.599,127.532,
5/21/19,Time2,1331,MC_248,M. capitata,45,6,Ambient,147.823,91.188,115.458,142.367,118.256,98.91,
5/21/19,Time2,1462,MC_248,M. capitata,45,6,Ambient,147.823,91.188,115.458,158.011,139.636,126.809,
5/21/19,Time2,2565,MC_289,M. capitata,47,6,Ambient,148.779,91.586,117.089,141.647,117.476,100.405,
5/21/19,Time2,2874,MC_289,M. capitata,47,6,Ambient,148.779,91.586,117.089,160.729,134.619,112.833,
5/21/19,Time2,2741,MC_289,M. capitata,47,6,Ambient,148.779,91.586,117.089,161.868,140.365,123.574,
5/21/19,Time2,1284,MC_289,M. capitata,47,6,Ambient,148.779,91.586,117.089,156.513,134.632,117.708,
5/21/19,Time2,1603,MC_289,M. capitata,47,6,Ambient,148.779,91.586,117.089,154.859,132.662,120.504,
5/21/19,Time2,1449,PC_1,P. acuta,42,6,Ambient,148.721,89.395,117.636,137.719,114.104,94.648,
5/21/19,Time2,1156,PC_1,P. acuta,42,6,Ambient,148.721,89.395,117.636,157.975,136.176,113.679,
5/21/19,Time2,1047,PC_1,P. acuta,42,6,Ambient,148.721,89.395,117.636,165.071,147.675,129.514,
5/21/19,Time2,1556,PC_1,P. acuta,42,6,Ambient,148.721,89.395,117.636,165.932,146.101,126.395,
5/21/19,Time2,1299,PC_1,P. acuta,42,6,Ambient,148.721,89.395,117.636,141.509,123.234,112.987,
5/21/19,Time2,1577,PC_2,P. acuta,44,6,Ambient,148.88,88.407,116.437,150.897,129.443,109.648,
5/21/19,Time2,2072,PC_2,P. acuta,44,6,Ambient,148.88,88.407,116.437,168.192,146.03,120.24,
5/21/19,Time2,1230,PC_2,P. acuta,44,6,Ambient,148.88,88.407,116.437,177.108,159.387,141.609,
5/21/19,Time2,1445,PC_2,P. acuta,44,6,Ambient,148.88,88.407,116.437,164.547,146.494,132.568,
5/21/19,Time2,1632,PC_2,P. acuta,44,6,Ambient,148.88,88.407,116.437,154.666,136.271,124.237,
5/21/19,Time2,3001,PC_3,P. acuta,46,6,Ambient,149.678,87.703,114.817,161.291,137.766,117.379,
5/21/19,Time2,2854,PC_3,P. acuta,46,6,Ambient,149.678,87.703,114.817,173.452,150.909,129.644,
5/21/19,Time2,1482,PC_3,P. acuta,46,6,Ambient,149.678,87.703,114.817,171.094,149.238,128.823,
5/21/19,Time2,2554,PC_3,P. acuta,46,6,Ambient,149.678,87.703,114.817,156.022,132.396,113.993,
5/21/19,Time2,1310,PC_3,P. acuta,46,6,Ambient,149.678,87.703,114.817,151.041,132.289,121.707,
5/21/19,Time2,2088,PC_4,P. acuta,48,6,Ambient,144.408,82.539,111.003,149.54,121.139,103.126,
5/21/19,Time2,2194,PC_4,P. acuta,48,6,Ambient,144.408,82.539,111.003,150.124,121.722,100.896,
5/21/19,Time2,2872,PC_4,P. acuta,48,6,Ambient,144.408,82.539,111.003,144.572,119.764,104.32,
